"Txhash","UnixTimestamp","DateTime","From","To","Value","ContractAddress","TokenName","TokenSymbol"
"0x909cb351bd46a3f9342337d1e89d323051911731b42fc7a349e39ab8d111f108","1617380181","2021-04-02 16:16:21","0x625ba0e00de540d8a65d4c7f93996ea8040e0f3e","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","350","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x909cb351bd46a3f9342337d1e89d323051911731b42fc7a349e39ab8d111f108","1617380181","2021-04-02 16:16:21","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0x625ba0e00de540d8a65d4c7f93996ea8040e0f3e","508.320325537702533632","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xfa6d2ab2e47ec7265b43dc471dc615a70faef5a6478894024981fc3b42a4d8bc","1617382039","2021-04-02 16:47:19","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","120","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xfa6d2ab2e47ec7265b43dc471dc615a70faef5a6478894024981fc3b42a4d8bc","1617382039","2021-04-02 16:47:19","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","141.160634581101097795","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x1f717f51bb16ea963da7050a0ea6b145d650c41c60a650f8c451d4f1f193b45a","1617382099","2021-04-02 16:48:19","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","160","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x1f717f51bb16ea963da7050a0ea6b145d650c41c60a650f8c451d4f1f193b45a","1617382099","2021-04-02 16:48:19","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","168.212795392022655112","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x78210d09d5eea411f07d447b63ee2f7f2991a1b924bf58873d54e814c25aa624","1617382143","2021-04-02 16:49:03","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","220","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x78210d09d5eea411f07d447b63ee2f7f2991a1b924bf58873d54e814c25aa624","1617382143","2021-04-02 16:49:03","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","200.507490068375671867","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x74936e4ff9e333794a4fb77800d77d2061bb14814979b55d4f27a2399eba8ee1","1617382689","2021-04-02 16:58:09","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","70","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x74936e4ff9e333794a4fb77800d77d2061bb14814979b55d4f27a2399eba8ee1","1617382689","2021-04-02 16:58:09","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","57.469112065504010113","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xe5005db4c46a5dd2ef8da016b068388a7b533ebb3207c76f6bf73ccb5d48735e","1617382779","2021-04-02 16:59:39","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","150","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xe5005db4c46a5dd2ef8da016b068388a7b533ebb3207c76f6bf73ccb5d48735e","1617382779","2021-04-02 16:59:39","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","114.340421929344184435","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x71ec03a40edbf35d5f7af0ec5ebd9ed704f79d8f168418f696e5d694ab1e90dc","1617382840","2021-04-02 17:00:40","0x9b858f4b9bc70b5ba939e1ebc43e80db86f8474b","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","154","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x71ec03a40edbf35d5f7af0ec5ebd9ed704f79d8f168418f696e5d694ab1e90dc","1617382840","2021-04-02 17:00:40","0x9b858f4b9bc70b5ba939e1ebc43e80db86f8474b","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","111.881586993152120276","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x6c0c78df4061ebdb57ce2953b3fbad433b5302486fb6ca67f73bd162fb746f23","1617382879","2021-04-02 17:01:19","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","166","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x6c0c78df4061ebdb57ce2953b3fbad433b5302486fb6ca67f73bd162fb746f23","1617382879","2021-04-02 17:01:19","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xb3c4217ab2b265bf8c69718d280e3708b5e50577","114.479672233110775917","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x755185742d3f08505c399b16343b0fb14cb6794425c58bbae970d9cfdd0b0ef3","1617382996","2021-04-02 17:03:16","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","175","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x755185742d3f08505c399b16343b0fb14cb6794425c58bbae970d9cfdd0b0ef3","1617382996","2021-04-02 17:03:16","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","109.160072164477862479","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x85490464e0bea3ab171797dce22fb24cca1b193fb33ea27b62c549f571173b59","1617383098","2021-04-02 17:04:58","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","589.712432730011182318","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x85490464e0bea3ab171797dce22fb24cca1b193fb33ea27b62c549f571173b59","1617383098","2021-04-02 17:04:58","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","300.260425845721176961","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x69fde522107903016e3d17d24495e750554c945c4b9dd27c8f145371e4118913","1617383182","2021-04-02 17:06:22","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","117.766306434037390166","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x69fde522107903016e3d17d24495e750554c945c4b9dd27c8f145371e4118913","1617383182","2021-04-02 17:06:22","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","50.040917405524434962","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xe19c4d22e1969414197f4ef88911ea867f73730008825821362853ef4e269034","1617383299","2021-04-02 17:08:19","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","289.655389522270463851","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xe19c4d22e1969414197f4ef88911ea867f73730008825821362853ef4e269034","1617383299","2021-04-02 17:08:19","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","112.10724888730574189","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xd26f928e1294c484deab3f2c88faa1c4f3d46f186bafea88d4b4774ebfba563c","1617383394","2021-04-02 17:09:54","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","629.061741273041376473","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xd26f928e1294c484deab3f2c88faa1c4f3d46f186bafea88d4b4774ebfba563c","1617383394","2021-04-02 17:09:54","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","200.447794641688960912","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x1ff9b022be091fa8282f87387834ad799cca13310b7be88c9d486bfe7b2fea61","1617383544","2021-04-02 17:12:24","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","90.824773303037048468","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x1ff9b022be091fa8282f87387834ad799cca13310b7be88c9d486bfe7b2fea61","1617383544","2021-04-02 17:12:24","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xe7cc44de50b54906a9c1c48240650be2766481fc","24.999007967392578421","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xa66ab4823f5fd1712dcf8c33e0db48a5bdc89dfd9080e989818f312d70e7649b","1617384492","2021-04-02 17:28:12","0x625ba0e00de540d8a65d4c7f93996ea8040e0f3e","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","9,489.803149621813869481","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xa66ab4823f5fd1712dcf8c33e0db48a5bdc89dfd9080e989818f312d70e7649b","1617384492","2021-04-02 17:28:12","0x625ba0e00de540d8a65d4c7f93996ea8040e0f3e","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","2,572.263717657500801492","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x7cf0d6345070da3aaf13d6581f17ecb1778f87a25a356ca8129e7f9ad659d84b","1617384879","2021-04-02 17:34:39","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","200","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x7cf0d6345070da3aaf13d6581f17ecb1778f87a25a356ca8129e7f9ad659d84b","1617384879","2021-04-02 17:34:39","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","53.381487614845622164","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x166f0aff5eae9dcd4162655f3b5805d0fb281edb0b089f6f7d9dd8ac907b50dd","1617390556","2021-04-02 19:09:16","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","310.327795045533287642","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x166f0aff5eae9dcd4162655f3b5805d0fb281edb0b089f6f7d9dd8ac907b50dd","1617390556","2021-04-02 19:09:16","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","80.066471457920939642","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x75653e1545600cec46cf026c4e3b87dfd3bb7de6dd9b0d37e4f5909565da5108","1617408471","2021-04-03 00:07:51","0x26585626e4a8d4fc409146b47a61790d9008967c","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","99.782769412465722396","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x75653e1545600cec46cf026c4e3b87dfd3bb7de6dd9b0d37e4f5909565da5108","1617408471","2021-04-03 00:07:51","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0x26585626e4a8d4fc409146b47a61790d9008967c","383.322537123083965794","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x3d0205000f5a80fd4346fc76992d9ac709adcd166d6b7874bd1a95371ded21f0","1617408681","2021-04-03 00:11:21","0x26585626e4a8d4fc409146b47a61790d9008967c","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","99.885676394203121088","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x3d0205000f5a80fd4346fc76992d9ac709adcd166d6b7874bd1a95371ded21f0","1617408681","2021-04-03 00:11:21","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0x26585626e4a8d4fc409146b47a61790d9008967c","364.914726019218202129","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x99402c58e2b7d23965ce0b512a69097a09fbeccedc1090d13245b529fdc0f412","1617418527","2021-04-03 02:55:27","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","400","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x99402c58e2b7d23965ce0b512a69097a09fbeccedc1090d13245b529fdc0f412","1617418527","2021-04-03 02:55:27","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0x20bcc3b8a0091ddac2d0bc30f68e6cbb97de59cd","108.806816009198283653","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xf989c8e189c6f53615d7e771ae6869cbbce5084224128410c3deeb54642c677c","1617418995","2021-04-03 03:03:15","0xef9a55d5fc4bb6f8c29d1a7db3b2c516a686ac12","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","311.651561692069251082","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xf989c8e189c6f53615d7e771ae6869cbbce5084224128410c3deeb54642c677c","1617418995","2021-04-03 03:03:15","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","80.821179049308083764","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x4c1d26a4ec62ef560244cf0f7c7b93d98aaf3c98df7057889b47c476dea920c2","1617445276","2021-04-03 10:21:16","0x8eff186a08c2ed42eaad4d2ce7a2f9bf6aefde1d","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","228.42582456","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x4c1d26a4ec62ef560244cf0f7c7b93d98aaf3c98df7057889b47c476dea920c2","1617445276","2021-04-03 10:21:16","0x8eff186a08c2ed42eaad4d2ce7a2f9bf6aefde1d","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","897.405028892878562646","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xa641eda320fdf6f0a916cd208fd3087e98163366902aabae5bd5b262bda092ee","1617450013","2021-04-03 11:40:13","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","4.993754460626015051","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xa641eda320fdf6f0a916cd208fd3087e98163366902aabae5bd5b262bda092ee","1617450013","2021-04-03 11:40:13","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0x11b9dd6d3129eb740011b1a948adcbcb67758a10","19.555758490259663893","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xef3d8e0adf5712f231c31bf017ee723ed715fa66f55135a184711c8691e48d9a","1617450091","2021-04-03 11:41:31","0x20bcc3b8a0091ddac2d0bc30f68e6cbb97de59cd","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","6.888317843361983179","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xef3d8e0adf5712f231c31bf017ee723ed715fa66f55135a184711c8691e48d9a","1617450091","2021-04-03 11:41:31","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0x11b9dd6d3129eb740011b1a948adcbcb67758a10","26.89727243251268945","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xb5486a34de0bcebb8e624ffc1cb09db896b73d6e621254060d14182791cd0b40","1617452593","2021-04-03 12:23:13","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","39.963551847788357605","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xb5486a34de0bcebb8e624ffc1cb09db896b73d6e621254060d14182791cd0b40","1617452593","2021-04-03 12:23:13","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0xe23fedf9427accca866b0019efc288f8547223ec","154.294412226296342778","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0x044d9aaab26fcc7cb04f52fb7d59f2e5ec069f6418f46774db4b24a74a9b69fb","1617452719","2021-04-03 12:25:19","0xc15fa3e22c912a276550f3e5fe3b0deb87b55acd","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","9.990726797829886018","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0x044d9aaab26fcc7cb04f52fb7d59f2e5ec069f6418f46774db4b24a74a9b69fb","1617452719","2021-04-03 12:25:19","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0x2968be8e6474da2e707859de9eda15eb682e4859","38.111237320955823693","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xe7d5b7962eb91347e5c80ba85f0814329aa58b44f0438b0eb8e99ef7cc415a37","1617452950","2021-04-03 12:29:10","0x2968be8e6474da2e707859de9eda15eb682e4859","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","9.991113581724034471","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xe7d5b7962eb91347e5c80ba85f0814329aa58b44f0438b0eb8e99ef7cc415a37","1617452950","2021-04-03 12:29:10","0x2968be8e6474da2e707859de9eda15eb682e4859","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","38.097626366669897789","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
"0xfb53578da76a6b034188b6d35c4eabacaeb6b4fdcc62fb2bbd63d9a5bc5c5d76","1617453250","2021-04-03 12:34:10","0x767e8a67af1e8fdef112bd878e764519a68cba92","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","4.2","0x55d398326f99059ff775485246999027b3197955","Binance-Peg BUSD-T","BUSD-T"
"0xfb53578da76a6b034188b6d35c4eabacaeb6b4fdcc62fb2bbd63d9a5bc5c5d76","1617453250","2021-04-03 12:34:10","0xb374394aee78d2f42926b9eb040e248ee2ea67ec","0x767e8a67af1e8fdef112bd878e764519a68cba92","15.967198288214584137","0x530e9346870e632a63e8d461bb3c3622e00782de","Wrapped Zero","wZER"
